SUBJECT,COURSE,SECTION,courseTitle,BOOKTITLE,ISBN,PUBLISHER,REQUIRED,PRICES,MinPrice,enrollment,MinVal
ENGL,1101,80131,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,25.0,1093.75
ENGL,1101,81064,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,25.0,1093.75
ENGL,1101,80137,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,25.0,1093.75
ENGL,1101,80134,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,25.0,1093.75
SOCI,3010,92680,SOCIAL STATISTICS,Essen of Social Statistics for a Diverse Society,9781544372501,"Sage Publications, Incorporated",Required,"Digital $57.38, Digital $64.55, Digital $71.73, New $151.00, Digital $104.00,",57.38,19.0,1090.22
RMI,4350,89009,ENTERPRISE RISK MGT,Risk Management for Individuals & Enterprises v2.1 (canon) (Lvlv2.1),9781453338278,Boston Academic DBA Flat World,Required,"Digital $49.50,",49.5,22.0,1089.0
ACCT,4310,92632,AC INFORMATION SYSTEMS,Excel 2019 Bible,9781119514787,"John Wiley & Sons, Incorporated",Required,"Used $41.25, New $55.00, Digital $33.00,",33.0,33.0,1089.0
PHPH,7600,86388,GLOBAL HEALTH,Global Health,9781119110217,"John Wiley & Sons, Incorporated",Required,"New $57.25,",57.25,19.0,1087.75
NUTR,3105,83443,LIFE CYCLE NUTRITION,Nutrition Through the Life Cycle,9780357730423,Cengage Learning,Required,"Digital $50.99, New $219.50,",50.99,21.0,1070.79
NUTR,6500,86289,MACRONUTRIENTS,Advanced Nutrition & Human Metabolism,9780357449813,Cengage Learning,Required,"Used $115.19, Digital $50.99, Used $205.75, New $274.25,",50.99,21.0,1070.79
BIOL,1104L,91845,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,20.0,1070.0
ENGL,1102,80149,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,23.0,1063.75
ENGL,1102,82113,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,23.0,1063.75
ENGL,1102,80152,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,23.0,1063.75
BIOL,2251K,83526,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,83101,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,87893,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,83095,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,93157,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,83092,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,83091,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,93156,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
BIOL,2251K,83097,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,24.0,1062.0
CPS,6450,81508,GROUP COUNSELING SYSTEMS,Groups: A Counseling Specialty,9780135166895,Pearson,Required,"Used $66.15, Used $118.25, New $157.50, Digital $110.25, Digital $110.25,",66.15,16.0,1058.4
OT,8295,92318,OCCUPATION,Human Development & Performance Throughout the Lifespan,9781133951193,Cengage Learning,Required,"Used $45.89, Used $82.00, New $109.25,",45.89,23.0,1055.47
ASTR,1010K,83372,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,24.0,1055.04
ASTR,1010K,83388,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,24.0,1055.04
ASTR,1010K,83515,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,24.0,1055.04
MGT,4300,88867,MANAGING HUMAN RESOURCES,Fund of Human Resource Management (RRMCG),9781260079173,McGraw-Hill (Rental Revenue),Required,"Used $70.01, New $70.01,",70.01,15.0,1050.15
RT,1010,82007,CPR,BLS Provider Manual 2020 (#20-1102) (Pt#20-1102),9781616697686,American Heart Association ShopCPR,Required,"New $30.00,",30.0,35.0,1050.0
OT,9290,92317,NEUROLOGIC ASSMENT &amp; INTERV II,Willard & Spackman's Occupational Therapy,9781975106584,Wolters Kluwer Health / Lippincott Williams & Wilkins,Required,"Used $49.98, New $89.24, Used $89.25, New $118.99,",49.98,21.0,1049.58
PHYS,3401,82554,MODERN PHYSICS,Modern Physics (LL),9781119495550,"John Wiley & Sons, Incorporated",Required,"Digital $43.66, Used $120.75, New $160.75,",43.66,24.0,1047.84
HON,3260,81405,INTERDISCIPLINARY SEMINAR,Close Encounters,9781544349220,"Sage Publications, Incorporated",Required,"Used $69.72, Used $124.50, New $166.00,",69.72,15.0,1045.8
NEUR,4200,88668,NEUROSCIENCE OF MEMORY,Neurobiology of Learning & Memory,9781605359342,"Sinauer Associates, Incorporated order from OUP",Required,"Digital $64.99, Digital $74.98, New $189.99, Digital $99.98,",64.99,16.0,1039.84
BIOL,2252K,83106,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2252K,83105,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2252K,84282,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2252K,83104,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2252K,86485,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2252K,86484,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2252K,86483,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2251K,91748,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2251K,91747,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
BIOL,2251K,91746,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,24.0,1039.44
RT,3111,80369,RESP CARE PROCEDURES I,Workbook for Egan's Fundamentals of Respiratory Care,9780323553667,Elsevier HlthSciences Division,Required,"Used $21.20, New $42.39, Used $39.75, New $52.99,",21.2,49.0,1038.8
MATH,7008,83508,FOUND OF NUMBERS &amp; OPERATIONS,Mathematics for Elementary Teachers,9780078035654,McGraw-Hill,Required,"Used $103.85, New $185.44, Used $185.50, New $247.25,",103.85,10.0,1038.5
EPRS,8500,85354,QUALIT/INTER RESEARCH IN EDU I,Qualitative Researching,9781526422019,"Sage Publications, Incorporated",Required,"Digital $60.69,",60.69,17.0,1031.73
CIS,2010,85202,INTRO TO INFO SYSTEMS,GEORGIA STATE UNIVERSITY CIS 2010,9781266836923,McGraw-Hill Higher Education,Required,"Digital $46.75,",46.75,22.0,1028.5
MATH,2211,88258,CALCULUS OF ONE VARIABLE I,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Single-Term Instant Access",9780357128916,Cengage Learning Custom Publishing,Required,"Digital $114.00,",114.0,9.0,1026.0
PHPB,4020,85189,INTRO PH PROG IMPL AND EVAL,Evaluation,9780761908944,"Sage Publications, Incorporated",Required,"Used $34.20, Used $85.50,",34.2,30.0,1026.0
PHIL,1010,86726,CRITICAL THINKING,How we Argue Acc Code,,Thinker Analytix,Required,"New $36.50,",36.5,28.0,1022.0
EPY,8360,87339,STAFF MANAGEMENT/SUPERVISION,Supervisor's Guidebook,9780398093600,"Charles C Thomas Publisher, Limited",Required,"New $56.75,",56.75,18.0,1021.5
EPY,4190,92797,INTRO TO BEHAVIOR ANALYSIS,Behavior Modification,9780357796375,Cengage Learning,Required,"Used $104.00, Digital $50.99, Digital $69.99, Used $195.00, New $260.00, Digital $88.99,",50.99,20.0,1019.8000000000001
BIOL,2251K,83090,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,23.0,1017.75
BIOL,2251K,83094,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,23.0,1017.75
BIOL,2251K,83096,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,23.0,1017.75
BIOL,2251K,83324,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,23.0,1017.75
BIOL,2251K,85197,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,23.0,1017.75
BIOL,2251K,83098,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,23.0,1017.75
BIOL,2251K,83100,ANATOMY AND PHYSIOLOGY I,Human Anatomy & Physiology Lab Guide (Custom GSU),9781645655114,Van-Griner Learning,Required,"New $44.25,",44.25,23.0,1017.75
EPY,9320,90516,"LANG DEVLP,DSRDS,INTERV RESRH",Research Methods in Language Acquisition,9783110415223,Walter De Gruyter Incorporated,Required,"New $169.00,",169.0,6.0,1014.0
CPS,8380,83371,FAMILY SYSTEMS &amp; INTERVENTIONS,Theory & Practice of Family Therapy & Counseling,9781111840501,Cengage Learning,Required,"Used $72.24, Used $129.00,",72.24,14.0,1011.3599999999999
ASTR,1010K,83381,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,23.0,1011.08
ASTR,1010K,83389,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,23.0,1011.08
ASTR,1010K,84396,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,23.0,1011.08
ASTR,1010K,83382,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,23.0,1011.08
ASTR,1010K,83373,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,23.0,1011.08
PSYC,4100,85924,HON COGNITIVE PSYCHOLOGY,"MindTap Psychology, 1 term (6 months) Instant Access for Goldstein's Cognitive Psychology: Connecting Mind, Research, and Everyday Experience",9781337408288,Cengage Learning,Required,"Digital $168.00,",168.0,6.0,1008.0
ENI,3101,86127,ENTREPRENEURIAL THINKING,Entrepreneurship,9781975076344,Kendall Hunt Publishing Company,Required,"New $45.50,",45.5,22.0,1001.0
ENI,3101,84642,ENTREPRENEURIAL THINKING,Entrepreneurship,9781975076344,Kendall Hunt Publishing Company,Required,"New $45.50,",45.5,22.0,1001.0
PHYS,2211K,82942,PRINCIPLES  OF PHYSICS I,Modified Mastering Physics with Pearson eText -- Access Card -- for Physics for Scientists and Engineers: A Strategic Approach with Modern Physics 24 months,9780137319497,Pearson,Required,"Digital $200.00,",200.0,5.0,1000.0
JOUR,1000,80199,INTRO TO MASS COMMUNICATION,Converging Media,9780190646653,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"Used $58.80, New $90.99, Used $105.00, New $139.99,",58.8,17.0,999.5999999999999
BIOL,2252K,83108,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,23.0,996.1300000000001
MK,4305,85497,SOCIAL MEDIA MARKETING,WordPress SEO Success,9780789752888,Pearson,Required,"New $47.25, Digital $19.50,",19.5,51.0,994.5
LAW,7270,85931,INTELLECTUAL PROPERTY SURVEY,Intellectual Property in the New Technological Age 2023 (VI),9781945555244,Clause 8 Publishing,Required,"Used $35.50, New $47.25,",35.5,28.0,994.0
PHIL,1010,86664,CRITICAL THINKING,How we Argue Acc Code,,Thinker Analytix,Required,"New $36.50,",36.5,27.0,985.5
JOUR,4030,91174,JOURNALISM PRACTICUM,Television Field Production & Reporting,9780415787666,Routledge,Recommended,"Used $75.60, New $135.00, Used $135.00, New $180.00,",75.6,13.0,982.8
AL,8450,81165,APPROACHES TO TCH SEC/FOR LANG,Teaching English as Second or Foreign Language,9781111351694,Cengage Learning,Required,"Used $54.50, New $84.34, Used $97.50, New $129.75,",54.5,18.0,981.0
NEUR,4330,85394,FUNCTIONAL NEUROIMAGING,Functional Magnetic Resonance Imaging,9780878936274,"Sinauer Associates, Incorporated order from OUP",Recommended,"Used $80.00, New $159.99, Digital $64.99, Used $150.00, New $199.99,",64.99,15.0,974.8499999999999
SCOM,3050,93018,SPEECH COMMUN RESEARCH METHODS,Media & Communication Research Methods,9781452256573,"Sage Publications, Incorporated",Recommended,"New $81.00,",81.0,12.0,972.0
AS,4340,80480,LIFE CONTINGENCIES,Actuarial Mathematics for Life Contingent Risks,9781108478083,CAMBRIDGE UNIV PRESS.,Required,"Digital $74.75, Used $78.75, New $105.00,",74.75,13.0,971.75
EPRS,8850,92134,INTRO MIXED METHODS RESEARCH,Developing a Mixed Methods Proposal,9781483365787,"Sage Publications, Incorporated",Required,"New $51.00, New $68.00,",51.0,19.0,969.0
ANTH,4020,87049,SOCIOCULTURAL THEORY,Anthropological Theory,9781538126202,Rowman & Littlefield Publishers (USE ROWMN),Required,"Used $42.00, New $80.00, Used $75.00, New $100.00,",42.0,23.0,966.0
OT,9220,92319,ASSISTIVE TECHNOLOGY A&amp;I,Assistive Technologies,9780323523387,"Mosby, Incorporated",Required,"Used $48.30, New $91.99, Used $86.25, New $114.99,",48.3,20.0,966.0
CSD,4570,90105,ADV AUDIOLOGICAL ASSESSMENT,Handbook of Clinical Audiology (w/Bind-in Access Code),9781451191639,Wolters Kluwer Health / Lippincott Williams & Wilkins,Required,"New $137.99,",137.99,7.0,965.9300000000001
ASTR,1020K,85866,STELLAR AND GALACTIC ASTRONOMY,"Cosmic Perspective, The",9780135161760,Pearson Lifetime eBooks,Required,"Digital $41.75,",41.75,23.0,960.25
PMAP,8111,85032,PUBLIC MANAGEMENT &amp; DEMOCRACY,Responsible Administrator,9780470873946,"John Wiley & Sons, Incorporated",Required,"Used $32.00, New $64.00, Used $60.00, New $80.00,",32.0,30.0,960.0
KH,4340,86781,SPORT FINANCE,Financial Management in the Sport Industry,9780367321215,Routledge,Required,"Used $40.00, Used $75.00, New $100.00,",40.0,24.0,960.0
JOUR,1010,89197,INTRO MEDIA WRITING,Writing & Reporting for the Media,9780197614853,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"Used $39.90, New $61.74, Digital $49.99, Digital $57.68, Used $71.25, New $94.99, Digital $76.91,",39.9,24.0,957.5999999999999
JOUR,1010,91597,INTRO MEDIA WRITING,Writing & Reporting for the Media,9780197614853,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"Used $39.90, New $61.74, Digital $49.99, Digital $57.68, Used $71.25, New $94.99, Digital $76.91,",39.9,24.0,957.5999999999999
BIOL,2252K,83103,ANATOMY AND PHYSIOLOGY II,Human Anatomy & Physiology Lab Book,9781643863696,Bluedoor LLC,Required,"New $43.31,",43.31,22.0,952.82
EDUC,2110,81377,INV CRIT &amp; CONT ISSUES IN ED,"Teachers, Schools, & Society (RRMCG)",9781260804287,McGraw-Hill (Rental Revenue),Required,"Used $49.99, New $49.99, Digital $60.00,",49.99,19.0,949.8100000000001
PHIL,1010,86707,CRITICAL THINKING,How we Argue Acc Code,,Thinker Analytix,Required,"New $36.50,",36.5,26.0,949.0
PHIL,1010,86724,CRITICAL THINKING,How we Argue Acc Code,,Thinker Analytix,Required,"New $36.50,",36.5,26.0,949.0
NURS,3310,87256,POLICY FOR RNS,"Understanding Health Policy: a Clinical Approach, Ninth Edition",9781265905026,McGraw-Hill,Required,"New $45.00, Digital $45.00,",45.0,21.0,945.0
MATH,7820,91626,HIST/CULTURL DEVLPMT OF MATH I,History of Mathematics,9780073383156,McGraw-Hill,Required,"Used $104.27, New $198.60, Used $186.25, New $248.25,",104.27,9.0,938.43
SCOM,4560,89289,HEALTH COMMUNICATION,Communicating About Health,9780197664308,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"New $73.15, Digital $51.99, Digital $59.98, New $104.50, Digital $79.98,",51.99,18.0,935.82
ECON,9010,81631,MICROECONOMICS ANALYSIS I,Microeconomic Theory,9780195073409,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"Used $100.80, New $179.99, Digital $54.99, Digital $63.45, Used $180.00, New $239.99, Digital $84.60,",54.99,17.0,934.83
ENGL,1102,86352,ENGLISH COMPOSITION II,FieldWorking,9780312622756,Bedford Saint Martin's (MPS),Required,"Used $34.40, Used $64.50,",34.4,27.0,928.8
MK,4200,82195,MARKETING RESEARCH,Marketing Research,9781119497585,"John Wiley & Sons, Incorporated",Required,"Used $71.19, New $127.13, Used $127.25, New $169.50,",71.19,13.0,925.47
ACCT,4310,92630,AC INFORMATION SYSTEMS,Excel 2019 Bible,9781119514787,"John Wiley & Sons, Incorporated",Required,"Used $41.25, New $55.00, Digital $33.00,",33.0,28.0,924.0
ASTR,1010K,83390,ASTRONOMY OF THE SOLAR SYSTEM,Cosmic Perspective,9780134874364,Pearson,Required,"Used $112.46, New $214.20, Digital $43.96, Used $201.00, New $267.75, Digital $116.25,",43.96,21.0,923.16
SCOM,2400,84222,INTERPERSONAL COMMUNICATION,"Pearson eText for DeVito, The Interpersonal Communication Book -- Instant Access Pearson+ Single Title Subscription, 4-Month Term",9780137589166,Pearson+ Subscriptions,Required,"Digital $43.96,",43.96,21.0,923.16
ENGL,1101,80133,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,21.0,918.75
ENGL,1101,81046,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,21.0,918.75
KH,2220K,92803,ANATOMY &amp; PHYSIOLOGY FOR KH I,Fund of Anatomy & Physiology,9781285174150,Cengage Learning,Required,"Digital $50.99, Digital $69.99, Used $128.75, New $171.50, Digital $88.99,",50.99,18.0,917.82
NURS,4640,89400,NURSING INFORMATICS,Informatics & Nursing,9781496394064,Wolters Kluwer Health / Lippincott Williams & Wilkins,Required,"Used $39.90, Used $71.25, New $94.99,",39.9,23.0,917.6999999999999
CMIS,4030,87774,MANAGING CREATIVE ENTERPRISE,Producer's Business Handbook,9781138050938,Focal Press,Required,"Used $24.80, New $46.49, Used $46.50, New $61.99, Digital $61.99,",24.8,37.0,917.6
BIOL,3810,83198,MOLECULAR CELL BIO LAB CTW,Molecular & Cell Biology Lab Manual,9781792498367,Kendall Hunt Publishing Company,Required,"New $76.13,",76.13,12.0,913.56
PHIL,1010,88768,HON CRITICAL THINKING,How we Argue Acc Code,,Thinker Analytix,Required,"New $36.50,",36.5,25.0,912.5
ANTH,4370,84706,FORENSIC ANTHROPOLOGY,Human Bone Manual,9780120884674,"Academic Press, Incorporated",Required,"New $31.46, New $41.95, Digital $32.99,",31.46,29.0,912.34
KH,4570,87417,SOCIAL MEDIA STRATEGIES,Social Media for Strategic Communication,9781071826881,"Sage Publications, Incorporated",Required,"Digital $60.69,",60.69,15.0,910.3499999999999
ENGL,8005,92193,PRACTICAL GRAMMAR,Grammar by Diagram,9781554814534,Broadview Press,Required,"New $69.95,",69.95,13.0,909.35
AL,3051,86122,TEACHING EFL I,More Than a Native Speaker,9781942799160,TESOL,Required,"New $41.21, New $54.95,",41.21,22.0,906.62
KH,3600,83084,BIOMECHANICS,Basic Biomechanics,9780073522760,McGraw-Hill,Required,"Used $50.31, Used $151.00,",50.31,18.0,905.58
CPS,6410,90659,BASIC COUNSELING SKILLS,Learning the Art of Helping,9780134165783,Pearson,Required,"Used $69.51, New $132.40, Used $124.25, New $165.50,",69.51,13.0,903.6300000000001
CMIS,4915,92888,ADV TECH MEDIA PROD,Logic Pro - Apple Pro Training Series,9780137904105,Pearson,Required,"New $59.99, Digital $72.00, Digital $72.00,",59.99,15.0,899.85
KORE,1001,84659,ELEMENTARY KOREAN I,Integrated Korean: Beginning 1,9780824876197,University of Hawaii Press,Required,"New $32.00,",32.0,28.0,896.0
NEUR,6251,88679,NEUROSCI MOTIVATION EMOTION,Behavioral Neuroscience,9781544393803,"Sage Publications, Incorporated",Required,"New $179.00,",179.0,5.0,895.0
MUS,2440,80251,THEORY III,Concise Introduction to Tonal Harmony Workbook,9780393417036,W. W.Norton Co. Inc,Required,"Used $63.50, New $84.50,",63.5,14.0,889.0
SPAN,3303,80398,ADVANCED GRAMMAR I,Historia De Una Gaviota Y Del Gato que etc (Tus Quets),9788472237964,ADLER'S FOREIGN BOOKS,Required,"New $32.81, New $43.75,",32.81,27.0,885.8700000000001
MK,4010,82280,MARKETING METRICS,Marketing Metrics,9780134085968,Financial Times/Prentice Hall,Required,"Used $22.00, Used $41.25,",22.0,40.0,880.0
MK,4010,88950,MARKETING METRICS,Marketing Metrics,9780134085968,Financial Times/Prentice Hall,Required,"Used $22.00, Used $41.25,",22.0,40.0,880.0
MATH,4441,80228,MODERN ALGEBRA I,Basic Abstract Algebra,9780521466295,CAMBRIDGE UNIV PRESS.,Required,"New $79.99,",79.99,11.0,879.89
PHIL,1010,86714,CRITICAL THINKING,How we Argue Acc Code,,Thinker Analytix,Required,"New $36.50,",36.5,24.0,876.0
KH,3610,90918,MOTOR LEARNING AND DEVELOPMENT,Motor Learning & Control for Practitioners,9781934432846,"Taylor & Francis Group, LLC",Required,"Used $29.18, Used $54.75,",29.18,30.0,875.4
KH,2230K,86112,ANATOMY &amp; PHYSIOLOGY FOR KH II,Fund of Anatomy & Physiology,9781285174150,Cengage Learning,Required,"Digital $50.99, Used $128.75, New $171.50,",50.99,17.0,866.83
KH,3630,88106,PRINCIPLES/PHILOSOPHY COACHING,Coaching Prin 5th Edition Higher Ed Online Course With Print Book-PAC,9781718231290,Human Kinetics Publishers,Required,"New $144.25,",144.25,6.0,865.5
PERS,2002,92761,SCIEN PERSP ON GLOBAL PROBLEMS,Bitcoin Standard,9781119473862,"John Wiley & Sons, Incorporated",Required,"New $29.95, Digital $18.00,",18.0,48.0,864.0
COMM,6030,85911,RESEARCH METHODS IN COMM,Applied Communication Research Methods,9781032288819,Routledge,Required,"New $77.99,",77.99,11.0,857.89
LAW,7203,89260,NATURAL RESOURCES &amp; WATER LAW,Principles of International Law (Concise Hornbook Series),9781683286776,West Academic,Required,"Used $26.80, Used $50.25,",26.8,32.0,857.6
CSC,4222,92909,FUNDAMENTALS OF CYBERSECURITY,Computer Security Prin & Practice (RRPHE),9780138091675,PH - (Rental Rev Share),Recommended,"Used $79.99, New $79.99, Digital $61.25, Digital $98.00, Digital $116.25,",61.25,14.0,857.5
KH,3600,81328,BIOMECHANICS,Basic Biomechanics,9780073522760,McGraw-Hill,Required,"Used $50.31, Used $151.00,",50.31,17.0,855.27
BIOL,2108,92732,HON PRINCIPLES OF BIOLOGY II,"Modified Mastering Biology with eText Electronic Access Code for Campbell Biology in Focus, 3e, 6-Month TBA, for GEORGIA STATE UNIVERSITY",9780138263270,Pearson,Required,"Digital $85.50,",85.5,10.0,855.0
MGT,4140,87900,BUSINESS MODELING,Business Analytics,9780357109953,Cengage Learning,Required,"Used $143.54, New $256.31, Digital $56.99, Used $256.50, New $341.75,",56.99,15.0,854.85
LAW,7010,80568,ADMINISTRATIVE LAW,Prin of Administrative Law,9781640201811,West Academic,Required,"New $50.25, New $67.00,",50.25,17.0,854.25
LAW,5070,85954,LAWYERING: FOUNDATIONS I,"Legal Reasoning, Writing & Other Lawyering Skills",9781422481561,Carolina Academic Press,Required,"Used $34.00, Used $63.75,",34.0,25.0,850.0
LAW,5070,85864,LAWYERING: FOUNDATIONS I,"Legal Reasoning, Writing & Other Lawyering Skills",9781422481561,Carolina Academic Press,Required,"Used $34.00, Used $63.75,",34.0,25.0,850.0
PHPH,9721,92313,EPI STUDY DESIGN &amp; METHODS,Fund of Epidemiology,9780826166937,Springer Nature,Required,"New $85.00,",85.0,10.0,850.0
POLS,3800,87834,INTRO TO POL RESEARCH-CTW,Fund of Political Science Research,9781107621664,CAMBRIDGE UNIV PRESS,Required,"Used $34.00, New $67.99, Used $63.75, New $84.99,",34.0,25.0,850.0
