0,1,2,3,4,5,6,7,8,9,10,11,12,13
MATH,0999,12858,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,12858,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,12858,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
SCOM,2050,14401,403,GEORGIA STATE UNIVERSITY- SCOM 2050: FOLLETT CUSTOM SITE CCS ECOMM BILLING Connect for Introduction to Mass Communication,Required,"Digital $100.00,",Edition: 12th,ISBN: 9781266454493,Author: Baran,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
MATH,1111,21466,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,21466,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,21466,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,14522,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,14522,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,14522,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10248,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10248,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10248,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,15142,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,15142,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,15142,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,12323,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,12323,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,12323,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,21567,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,21567,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,21567,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,21568,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,21568,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,0999,21568,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1001,16316,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,2641,13320,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CPS,3300,12383,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,3880,12508,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,5020,11458,403,"Criminal Law: Problems, Statutes, & Cases",Required,"Used $149.25, New $199.00, Digital $150.00,",Edition: 2nd,ISBN: 9781531017361,Author: McMunigal,Publisher: Carolina Academic Press,"Formats: Hardcover, BryteWave Format",Publication Date: TBD,
MATH,1111,12357,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,12357,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,12357,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
BIOL,3880,16554,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,2641,13319,403,Linear Algebra & Its Applications (RRPHE RENTAL Edition),Required,"Used $79.99, New $79.99, Digital $116.25,",Edition: 6th,ISBN: 9780135851258,Author: Lay,Publisher: PH - (Rental Rev Share),"Formats: Hardcover, BryteWave Format",Copyright Year: 2021,Publication Date: TBD
MATH,1111,10246,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10246,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10246,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,16639,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,16639,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,16639,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MK,4900,14955,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,3020,16310,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
FLME,2900,16199,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,1111,10250,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10250,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10250,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
CNHP,6200,15098,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUA,1500,17276,403,Jazz History Overview Ebook,Required,"New $106.25,",ISBN: 9781792436598,Author: Vernick,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2007,Publication Date: TBD,
MUA,1500,17276,403,Jazz History Overview,Required,"Used $63.90, Used $120.00, New $159.76,",Edition: 2nd,ISBN: 9780757538643,Author: Vernick,Publisher: Kendall Hunt Publishing Company,Formats: PAPERBACK,Copyright Year: 2007,Publication Date: TBD
ECON,2105,16418,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,16418,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MATH,1401,20970,403,"Elementary Statistics, Face-to-Face (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152168,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
MATH,3020,19194,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CRJU,2310,13836,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,1104,20719,403,Modified Mastering Biology with eText Student Access Code for Biology: Science for Life for GEORGIA STATE UNIVERSITY,Required,"Digital $66.75,",ISBN: 9780135436240,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
PSYC,3140,16410,403,"Georgia State University, Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online)",Required,"Digital $71.25,",Edition: 10th,ISBN: 9781319523657,Author: Comer,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
PSYC,2070,11337,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,3020,18089,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,3010,12202,403,GEORGIA STATE UNIVERSITY MK 3010,Required,"Digital $81.25,",Edition: 18th,ISBN: 9781265861551,Author: Cannon,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
PSYC,3140,10369,403,"Georgia State University, Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online)",Required,"Digital $71.25,",Edition: 10th,ISBN: 9781319523657,Author: Comer,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MK,3010,12008,403,GEORGIA STATE UNIVERSITY MK 3010,Required,"Digital $81.25,",Edition: 18th,ISBN: 9781265861551,Author: Cannon,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
PSYC,3450,18908,403,Connect Online Access for Health Psychology,Required,"Digital $130.00,",Edition: 11th,ISBN: 9781260834253,Author: Taylor,Publisher: McGraw-Hill,Formats: BryteWave Format,Publication Date: TBD,
HIST,1112,10222,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,1111,10219,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,11340,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,3450,19939,403,Achieve for Health Psychology (1-Term Online),Required,"Digital $101.50,",Edition: 7th,ISBN: 9781319466022,Author: Straub,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Publication Date: TBD,
PSYC,3520,10372,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,2060,15375,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,2050,12597,403,"Drugs, Society & Human Behavior (RRMCG)",Recommended,"Used $70.00, New $70.00, Digital $46.75, Digital $82.50, Digital $98.75,",Edition: 18th,ISBN: 9781260711059,Author: Hart,Publisher: McGraw-Hill (Rental Revenue),"Formats: Hardcover, BryteWave Format",Copyright Year: 2022,Publication Date: TBD
HIST,2110,10225,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,10224,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,11380,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,1111,12926,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,2103,21865,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,18016,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,12228,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,1112,18396,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,3010,15178,403,GEORGIA STATE UNIVERSITY MK 3010,Required,"Digital $81.25,",Edition: 18th,ISBN: 9781265861551,Author: Cannon,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
HIST,1111,21869,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,18993,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,1103,20691,403,"Modified Mastering Biology with eText Electronic Access Code for Biology: Science for Life with Physiology, 6e, for GEORGIA STATE UNIVERSITY",Required,"Digital $66.75,",ISBN: 9780138304577,Author: Solutions,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
SOCI,3213,20772,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,5099,17545,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CRJU,2700,15168,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,3222,14367,403,Alternative Urbanisms & Social Deviance,Required,"New $79.00,",ISBN: 9781644969168,Author: Oakley,Publisher: Great River Learning,,Publication Date: TBD,,
BIOL,3840,11750,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,3450,15324,403,"Health Psychology, Achieve (eISBN)",Required,"New $110.75,",Edition: 7th,ISBN: 9781319466053,Author: Straub,"Publisher: Worth Publishers, Incorporated",,Copyright Year: 2023,Publication Date: TBD
MATH,1111,21463,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,21463,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,21463,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
CNHP,3010,15091,403,Course Materials are being finalized. Check back soon for updates.,,,,,,,,,
CRJU,2200,18654,403,NO BOOKS FOR COURSE,,,,,,,,,
HIST,2110,18015,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CRJU,2110,13835,403,NO BOOKS FOR COURSE,,,,,,,,,
HIST,1111,12366,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SCOM,2050,13168,403,GEORGIA STATE UNIVERSITY- SCOM 2050: FOLLETT CUSTOM SITE CCS ECOMM BILLING Connect for Introduction to Mass Communication,Required,"Digital $100.00,",Edition: 12th,ISBN: 9781266454493,Author: Baran,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
BIOL,2107,15587,403,"Modified Mastering Biology with eText Electronic Access Code for Campbell Biology in Focus, 3e, 6-Month TBA, for GEORGIA STATE UNIVERSITY",Required,"Digital $85.50,",ISBN: 9780138263270,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
NURS,4600,10320,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AH,2000,12229,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,4320,14516,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,3820,15422,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AH,1700,11741,403,Gardner's Art Through the Ages: Western Perspective (V1),Required,"Used $99.96, Digital $50.99, Digital $69.99, Used $178.50, New $238.00, Digital $89.23,",Edition: 16th,ISBN: 9780357370384,Author: Kleiner,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2021,Publication Date: TBD
MUS,1081,15431,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,8001E,14440,403,NO BOOKS FOR COURSE,,,,,,,,,
CSC,4320,17449,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,3880,16555,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOG,1113,16981,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,2641,18355,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,2401,10521,403,"Bundle: Global Issues, Brown + TH Classroom Digital",Required,"Digital $86.25,",Edition: 1st,ISBN: 9781778772887,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
SCOM,2050,13166,403,GEORGIA STATE UNIVERSITY- SCOM 2050: FOLLETT CUSTOM SITE CCS ECOMM BILLING Connect for Introduction to Mass Communication,Required,"Digital $100.00,",Edition: 12th,ISBN: 9781266454493,Author: Baran,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
POLS,1101,15337,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
JOUR,1000,11324,403,Converging Media,Required,"Digital $54.99, Digital $54.99, Digital $63.45, Digital $63.45, Used $101.25, New $134.99, Digital $84.60, Digital $84.60,",Edition: 7th,ISBN: 9780197520413,Author: Pavlik,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2023,Publication Date: TBD
POLS,1101,15338,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
NURS,3500,12021,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,3840,10075,403,Integrated Prin of Zoology (RRMCG),Required,"Used $70.01, New $70.01, Digital $82.50, Digital $98.75,",Edition: 19th,ISBN: 9781264091218,Author: Hickman,Publisher: McGraw-Hill (Rental Revenue),"Formats: Hardcover, BryteWave Format",Copyright Year: 2024,Publication Date: TBD
HIST,2110,10226,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PERS,2002,15913,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,1101,18744,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CHEM,1152,16215,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,3020,12150,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,1101,14387,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CSC,4220,12207,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,4970,10079,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
FLME,2700,15494,403,LSC (GEORGIA STATE UNIVERSITY) FLME 2700: FOLLETT DPF CUSTOM SITE CCS ECOMM Connect for Film History: An Introduction 180 DAYS ACCESS ENTRP,Required,"Digital $106.25,",ISBN: 9781265544386,Author: Thompson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
CIS,8881,18235,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,2050,15289,403,"Drugs, Society & Human Behavior (RRMCG)",Recommended,"Used $70.00, New $70.00, Digital $46.75, Digital $82.50, Digital $98.75,",Edition: 18th,ISBN: 9781260711059,Author: Hart,Publisher: McGraw-Hill (Rental Revenue),"Formats: Hardcover, BryteWave Format",Copyright Year: 2022,Publication Date: TBD
BUSA,1105,17473,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,11153,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CMIS,4910,18690,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOL,1122,18891,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,4360,19289,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,3520,17691,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,2401,16505,403,"Bundle: Global Issues, Brown + TH Classroom Digital",Required,"Digital $86.25,",Edition: 1st,ISBN: 9781778772887,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
BIOL,3900,10076,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ECON,3910,19495,403,Achieve for Microeconomics (1-Term Access),Required,"New $145.75,",ISBN: 9781319450106,Author: Goolsbee,Publisher: MPS (Macmillan Publishers),,Copyright Year: 2024,Publication Date: TBD,
MATH,1113,18347,403,MyLab Math with Pearson eText Access Code (18 Weeks) for College Algebra and Trigonometry,Required,"Digital $120.00,",Edition: 7th,ISBN: 9780135923221,Author: Lial,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1113,18347,403,MyLab Math with Pearson eText -- Access Card -- for College Algebra and Trigonometry (18-Weeks),Required,"Digital $120.00,",Edition: 7th,ISBN: 9780135923221,Author: Daniels,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
NEUR,2000,14399,403,NO BOOKS FOR COURSE,,,,,,,,,
ECON,2106,11240,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,11240,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CSC,4320,12049,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,5080,17392,403,"Legislation & Regulation, Cases & Materials",Required,"Used $202.50, New $270.00,",Edition: 4th,ISBN: 9781647085438,Author: Manning,Publisher: West Academic,Formats: Hardcover,Copyright Year: 2021,Publication Date: TBD
CSC,4520,17804,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,1111,22490,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,3020,15646,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,4350,10118,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NURS,4300,19435,403,Nurses Making Policy,Required,"Used $90.75, New $121.00, Digital $119.99,",Edition: 3rd,ISBN: 9780826166456,Author: Patton,Publisher: Springer Publishing Company,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2022,Publication Date: TBD
