0,1,2,3,4,5,6,7,8,9,10,11,12,13
IEP,550,89916,403,House on Mango Street (25th Anniversary Ed),Required,"Used $5.83, Used $9.75,",ISBN: 9780679734772,Author: Cisneros,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 2009,Publication Date: TBD,
EXC,7280,84214,403,Systematic Instruction for Students with Moderate & Severe Disabilities,Required,"Used $37.50, New $49.95,",Edition: 2nd,ISBN: 9781681254388,Author: Collins,Publisher: Paul H. Brookes Publishing Company,Formats: PAPERBACK,Copyright Year: 2021,Publication Date: TBD
GRMN,1002,93193,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ECON,2105,87371,403,Georgia State University ECON 2105 Principles of Economics,Required,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
NEUR,2020,92028,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
OT,8280,92315,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,6190,90433,403,NO BOOKS FOR COURSE,,,,,,,,,
FLME,4120,89915,403,NO BOOKS FOR COURSE,,,,,,,,,
MUS,4650,83248,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
OT,9380,92307,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AL,2102,83117,403,Languages of the World: An Introduction,Required,"New $45.99,",Edition: 4th,ISBN: 9781009338653,Author: Pereltsvaig,Publisher: CAMBRIDGE UNIV PRESS.,Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD
GSU,1010,84719,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
OT,9380,92305,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,1302,83485,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CPS,7500,84171,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CPS,8380,83371,403,Theory & Practice of Couples & Family Counseling,Required,"New $89.95,",Edition: 3rd,ISBN: 9781556203831,Author: Bitter,"Publisher: American Counseling Association, ACA (orders@counseling.org)",Formats: PAPERBACK,Copyright Year: 2021,Publication Date: TBD
CPS,8380,83371,403,Theory & Practice of Family Therapy & Counseling,Required,"Used $72.24, Used $129.00,",Edition: 2nd,ISBN: 9781111840501,Author: Bitter,Publisher: Cengage Learning,Formats: Hardcover,Copyright Year: 2014,Publication Date: TBD
FREN,3013,82703,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CPS,8570,82150,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CPS,8665,81554,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHIN,2001,82294,403,Integrated Chinese: Simp Char (Lvl 1:Pt 2),Required,"Used $29.40, Used $52.50, New $69.99,",Edition: 3rd,ISBN: 9780887276705,Author: Liu,Publisher: Cheng & Tsui Company,Formats: PAPERBACK,Copyright Year: 2009,Publication Date: TBD
CRJU,7010,83068,403,NO BOOKS FOR COURSE,,,,,,,,,
PHYS,3300,82469,403,NO BOOKS FOR COURSE,,,,,,,,,
ECE,7930,86843,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
EPSF,8440,84459,403,The Perfect Assessment System,Required,"Digital $23.99,",ISBN: 9781416623847,Author: Stiggins,Publisher: Association for Supervision & Curriculum Development-EMAIL OR FAX & SIGN P.O.,Formats: BryteWave Format,Publication Date: TBD,,
EPSF,8440,84459,403,Curriculum,Required,"Used $44.25, New $59.00,",Edition: 3rd,ISBN: 9781538168790,Author: Null,Publisher: Rowman & Littlefield Publishers (USE ROWMN),Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD
FLME,4160,86293,403,NO BOOKS FOR COURSE,,,,,,,,,
FLME,4250,88971,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NURS,7173,85182,403,American Psychiatric Association Publishing Textbook of Psychosomatic Medicine & Consultation-Liaison Psychiatry,Required,"New $252.95,",Edition: 3rd,ISBN: 9781615371365,Author: Levenson,Publisher: American Psychiatric Association Publishing,Formats: Hardcover,Publication Date: TBD,
NURS,7172,85181,403,Assessment of Disorders in Childhood & Adolescence,Required,"New $59.00,",Edition: 5th,ISBN: 9781462550289,Author: Youngstrom,Publisher: Guilford Press,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
NURS,7172,85181,403,"Treatment of Disorders in Childhood & Adolescence,",Required,"New $79.00, Digital $79.00,",Edition: 4th,ISBN: 9781462547715,Author: Prinstein,Publisher: Guilford Press,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
CNHP,8000,91199,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,8850,91950,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CPS,6010,86080,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,7840,92396,403,Integrated Principles of Zoology,Required,"Digital $98.75,",Edition: 19th,ISBN: 9781266579769,Author: Hickman,Publisher: McGraw-Hill,Formats: BryteWave Format,Publication Date: TBD,
CIS,2010,85210,403,GEORGIA STATE UNIVERSITY CIS 2010,Required,"Digital $46.75,",Edition: 10th,ISBN: 9781266836923,Author: Baltzan,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
CSC,6810,86187,403,NO BOOKS FOR COURSE,,,,,,,,,
POLS,4150,92381,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AL,3021,80985,403,Language: Its Structure & Use,Required,"Used $57.33, New $109.20, Used $102.50, New $136.50,",Edition: 7th,ISBN: 9781285052458,Author: Finegan,Publisher: Cengage Learning,Formats: PAPERBACK,Copyright Year: 2015,Publication Date: TBD
EDCI,9850,86553,403,Publication Manual of APA,Required,"New $33.74, Digital $31.99, New $44.99, Digital $35.99,",Edition: 7th,ISBN: 9781433832178,Author: American Psychological Association,Publisher: American Psychological Association,"Formats: Spiral, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
ENGL,1103,83233,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
WGSS,2010,89130,403,NO BOOKS FOR COURSE,,,,,,,,,
WGSS,3130,88924,403,NO BOOKS FOR COURSE,,,,,,,,,
MATH,2211,83503,403,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Single-Term Instant Access",Required Choose Only 1 of 2,"Digital $114.00,",Edition: 9th,ISBN: 9780357128916,Author: Stewart Clegg Watson,Publisher: Cengage Learning Custom Publishing,Formats: Adobe Ebook Reader,Publication Date: TBD,
MATH,2211,83503,403,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Multi-Term Instant Access",Required Choose Only 1 of 2,"Digital $189.50,",Edition: 9th,ISBN: 9780357128930,Author: James Stewartdaniel K. Clegg,Publisher: Cengage Learning,Formats: TXT,Publication Date: TBD,
MATH,2211,82384,403,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Single-Term Instant Access",Required Choose Only 1 of 2,"Digital $114.00,",Edition: 9th,ISBN: 9780357128916,Author: Stewart Clegg Watson,Publisher: Cengage Learning Custom Publishing,Formats: Adobe Ebook Reader,Publication Date: TBD,
MATH,2211,82384,403,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Multi-Term Instant Access",Required Choose Only 1 of 2,"Digital $189.50,",Edition: 9th,ISBN: 9780357128930,Author: James Stewartdaniel K. Clegg,Publisher: Cengage Learning,Formats: TXT,Publication Date: TBD,
HON,1000,82579,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
JOUR,1000,93097,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SCOM,1000,86759,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
RELS,4255,91604,403,Parable of the Sower,Required,"Used $8.80, New $14.99, Used $15.00, New $19.99,",Edition: 2nd,ISBN: 9781538732182,Author: Butler,Publisher: Hachette Book Group,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
RELS,4255,91604,403,Patriotism Black & White,Required,"New $49.95,",ISBN: 9781481309578,Author: Phillips,Publisher: Baylor University Press,Formats: Hardcover,Copyright Year: 2018,Publication Date: TBD,
RELS,4255,91604,403,Things Fall Apart,Required,"New $15.00,",ISBN: 9780385474542,Author: Achebe,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 1994,Publication Date: TBD,
RELS,4255,91604,403,Religion Is Raced,Required,"Digital $35.00,",ISBN: 9781479868940,Author: Yukich,Publisher: New York University Press,Formats: BryteWave Format,Publication Date: TBD,,
RELS,6255,91605,403,Things Fall Apart,Required,"New $15.00,",ISBN: 9780385474542,Author: Achebe,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 1994,Publication Date: TBD,
RELS,6255,91605,403,Religion Is Raced,Required,"Digital $35.00,",ISBN: 9781479868940,Author: Yukich,Publisher: New York University Press,Formats: BryteWave Format,Publication Date: TBD,,
RELS,6255,91605,403,Parable of the Sower,Required,"Used $8.80, New $14.99, Used $15.00, New $19.99,",Edition: 2nd,ISBN: 9781538732182,Author: Butler,Publisher: Hachette Book Group,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
HIST,1142,92310,403,NO BOOKS FOR COURSE,,,,,,,,,
BMSC,4100,89061,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HADM,3403,86408,403,NO BOOKS FOR COURSE,,,,,,,,,
IEP,950,89918,403,NO BOOKS FOR COURSE,,,,,,,,,
SW,7500,88096,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HON,3260,82782,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,4230,88645,403,"Sociology of Health, Healing, & Illness",Required,"Used $112.50, New $150.00,",Edition: 10th,ISBN: 9780367253882,Author: Weiss,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
BRFV,4380,87377,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HON,3260,82085,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BUSA,3400,83182,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ENGL,4010,92180,403,African American Folklore: An Encyclopedia for Students,Required,"New $39.95,",ISBN: 9798765116203,Author: Prahlad,Publisher: Bloomsbury Press,Formats: PAPERBACK,Publication Date: TBD,,
ENGL,4010,92180,403,Reformatory,Required,"New $28.99,",ISBN: 9781982188344,Author: Due,Publisher: Simon & Schuster,Formats: Hardcover,Publication Date: TBD,,
ENGL,4010,92180,403,Welcome 2 Houston,Required,"New $24.95,",ISBN: 9780252087295,Author: Wilkins,Publisher: University of Illinois Press,Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD,
ENGL,4010,92180,403,African American Folklore,Required,"Digital $26.50,",ISBN: 9781610699303,Author: Prahlad,Publisher: Fairchild Books/Bloomsbury Publishing,Formats: BryteWave Format,Publication Date: TBD,,
ENGL,4010,92180,403,Top Hat Classroom-One Semester,Required,"Digital $35.25,",ISBN: 9780986615108,Author: Hat,Publisher: Top Hat Monocle,Formats: BryteWave Format,Publication Date: TBD,,
CSC,4222,92909,403,Computer Security Prin & Practice (RRPHE),Recommended,"Used $79.99, New $79.99, Digital $61.25, Digital $98.00, Digital $116.25,",Edition: 5th,ISBN: 9780138091675,Author: Stallings,Publisher: PH - (Rental Rev Share),Formats: BryteWave Format,Copyright Year: 2024,Publication Date: TBD
CSC,4222,92909,403,Intro to Computer Security,Recommended,"Used $86.00, Used $153.75, New $204.75,",ISBN: 9780321512949,Author: Goodrich,Publisher: Pearson,Formats: Hardcover,Copyright Year: 2011,Publication Date: TBD,
LAW,7366,87542,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,3910,80058,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
TEXT,3100,92584,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
TEXT,3000,92594,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AL,8570,92815,403,NO BOOKS FOR COURSE,,,,,,,,,
PHPH,7010,85176,403,Intro to Public Health (w/Advantage Access),Required,"New $101.95,",Edition: 6th,ISBN: 9781284197594,Author: Schneider,Publisher: Jones & Bartlett Learning,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
PHPH,7010,85176,403,BU-NAV Intro to Public Health & One Health eBook,Required,"New $142.75,",ISBN: 9781284283327,Author: Aschengrau,Publisher: Jones & Bartlett Learning,,Copyright Year: 2021,Publication Date: TBD,
PHPH,7010,85176,403,One Health,Required,"Used $11.18, New $20.96, Used $21.00, New $27.95,",Edition: 2nd,ISBN: 9781284136746,Author: Riegelman,Publisher: Jones & Bartlett Learning,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD
PHPH,7010,85176,403,INTRO TO PUBLIC HEALTH 6E/ ONE HEALTH 2E,Required,"New $97.95,",Edition: 6th,ISBN: 9781284221046,Author: Schneider,Publisher: JONES & BARTLETT PUBLISHERS,,Copyright Year: 2020,Publication Date: TBD
TSLE,4440,87317,403,Foundation for Teaching English Language Learners,Required,"Used $47.44, New $84.71, Used $84.75, New $112.95, Digital $112.95,",Edition: 3rd,ISBN: 9781934000366,Author: Wright,Publisher: BROOKES PUBLISHING,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
AH,6900,84771,403,NO BOOKS FOR COURSE,,,,,,,,,
LAW,7674,87786,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,8000E,92746,403,NO BOOKS FOR COURSE,,,,,,,,,
PHPB,7025,86133,403,NO BOOKS FOR COURSE,,,,,,,,,
BIOL,6278,86479,403,NO BOOKS FOR COURSE,,,,,,,,,
CRJU,4936,92703,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HA,3910,83075,403,NO BOOKS FOR COURSE,,,,,,,,,
SCOM,3250,83559,403,"Persuasion: Integrating Theory, Research w/KHP Content & KHQ 180 days",Required,"New $121.55,",Edition: 5th,ISBN: 9781792446191,Author: Frymier,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2021,Publication Date: TBD
FLME,3300,86618,403,NO BOOKS FOR COURSE,,,,,,,,,
SCOM,4510,91467,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
EDLA,4400,84431,403,"Reading, Writing, & Rising Up",Required,"Used $9.98, New $18.71, Used $18.75, New $24.95,",Edition: 2nd,ISBN: 9780942961690,Author: Christensen,"Publisher: Rethinking Schools, Limited - Email Orders to orders@rethinkingschools.org",Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
EDLA,4400,84431,403,Giver,Required,"New $8.99, New $11.99,",ISBN: 9780544336261,Author: Lowry,Publisher: Houghton Mifflin Company,Formats: PAPERBACK,Copyright Year: 1993,Publication Date: TBD,
LAW,7362,92457,403,In Reckless Hands,Required,"New $45.00, Digital $24.95,",ISBN: 9780393065299,Author: Nourse,"Publisher: W. W. Norton & Company, Incorporated","Formats: Hardcover, BryteWave Format",Copyright Year: 2008,Publication Date: TBD,
LAW,7362,92457,403,Tell the Court I Love My Wife,Required,"Used $27.75, New $36.99,",ISBN: 9781403964083,Author: Wallenstein,Publisher: St. Martin's Press (List Price Bks Only),Formats: PAPERBACK,Copyright Year: 2002,Publication Date: TBD,
LAW,7362,92457,403,"Three Generations, No Imbeciles",Required,"New $28.00, Digital $26.25,",ISBN: 9780801898242,Author: Lombardo,Publisher: Johns Hopkins University Press,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2010,Publication Date: TBD,
LAW,7362,92457,403,Guarded Gate,Required,"New $20.00,",ISBN: 9781476798059,Author: Okrent,Publisher: Scribner,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD,
EDCI,3220,84750,403,We Want to Do More Than Survive,Required,"Used $6.78, New $11.02, Used $12.75, New $16.95,",ISBN: 9780807028346,Author: Love,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD,
THEA,4850,86611,403,NO BOOKS FOR COURSE,,,,,,,,,
PMAP,8561,89224,403,NO BOOKS FOR COURSE,,,,,,,,,
EDCI,9850,89064,403,NO BOOKS FOR COURSE,,,,,,,,,
BIOL,4920,91885,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,2440,80251,403,Concise Introduction to Tonal Harmony Workbook,Required,"Used $63.50, New $84.50,",Edition: 2nd,ISBN: 9780393417036,Author: Burstein,Publisher: W. W.Norton Co. Inc,Formats: PAPERBACK,Publication Date: TBD,
MUS,2440,80251,403,Concise Introduction to Tonal Harmony (w/Total Access),Required,"Used $129.75, New $173.00,",Edition: 2nd,ISBN: 9780393417197,Author: Burstein,Publisher: W. W.Norton Co. Inc,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
BIOL,3250,85356,403,NO BOOKS FOR COURSE,,,,,,,,,
PHIL,4100,83207,403,NO BOOKS FOR COURSE,,,,,,,,,
LAW,7101,82939,403,Business Organizations,Required,"New $299.00,",Edition: 4th,ISBN: 9781636595375,Author: Partnoy,Publisher: West Academic,Formats: Hardcover,Publication Date: TBD,
INDS,3000,89571,403,Making Sense of Social World (w/out Access),Required,"Used $63.42, New $113.25, Used $113.25, New $151.00,",Edition: 6th,ISBN: 9781506364117,Author: Chambliss,"Publisher: Sage Publications, Incorporated",Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
MGT,4140,88866,403,Business Analytics,Required,"Used $143.54, New $256.31, Used $256.50, New $341.75,",Edition: 7th,ISBN: 9780357109953,Author: Albright,Publisher: Cengage Learning,Formats: Hardcover,Copyright Year: 2020,Publication Date: TBD
GEOL,4002,87464,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
JOUR,4030,91174,403,Television Field Production & Reporting,Recommended,"Used $75.60, New $135.00, Used $135.00, New $180.00,",Edition: 7th,ISBN: 9780415787666,Author: Shook,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
LAW,7095,81031,403,Taxation of Individual Income,Required,"New $235.00,",Edition: 13th,ISBN: 9781531025076,Author: Burke,Publisher: Carolina Academic Press,Formats: Hardcover,Publication Date: TBD,
IEP,650,80198,403,Grammar & Beyond Essentials Level 4 Student's Book (w/Online WBk Access),Required,"New $54.25,",ISBN: 9781108697163,Author: Bunting,Publisher: CAMBRIDGE UNIV PRESS.,,Copyright Year: 2019,Publication Date: TBD,
ACT,3210,88968,403,Actions: Actors' Thesaurus,Required,"Used $8.78, New $14.96, Used $15.00, New $19.95,",ISBN: 9780896762527,Author: Caldarone,Publisher: Drama Publishers,Formats: PAPERBACK,Copyright Year: 2006,Publication Date: TBD,
ACT,3210,88968,403,Great Acting Teachers & Their Methods,Required,"Used $7.98, New $14.96, Used $15.00, New $19.95,",ISBN: 9781575250120,Author: Brestoff,"Publisher: Smith & Kraus Publishers, Incorporated",Formats: PAPERBACK,Copyright Year: 1995,Publication Date: TBD,
INDS,4000,90368,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AAS,3960,89579,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
KH,3330,91093,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ENGL,8000,92802,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,7320,92464,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,7272E,89333,403,Intellectual Property Licensing & Transactions,Required,"New $120.00,",ISBN: 9781316518038,Author: Contreras,Publisher: CAMBRIDGE UNIV PRESS.,Formats: Hardcover,Copyright Year: 2022,Publication Date: TBD,
LAW,7272E,89333,403,Never Split the Difference,Required,"Used $14.00, New $22.75, Used $26.25, New $35.00,",ISBN: 9780062407801,Author: Voss,Publisher: HarperCollins Publishers,Formats: Hardcover,Copyright Year: 2016,Publication Date: TBD,
ECON,9020,81632,403,Intro to Modern Economic Growth,Required,"Used $44.00, Used $82.50,",ISBN: 9780691132921,Author: Acemoglu,Publisher: Princeton Univ Press c/o Perseus,Formats: Hardcover,Copyright Year: 2009,Publication Date: TBD,
ECON,9020,81632,403,Recursive Methods in Economic Dynamics,Required,"New $104.50,",ISBN: 9780674750968,Author: Stokey,Publisher: Harvard University Press,Formats: Hardcover,Copyright Year: 1989,Publication Date: TBD,
ECON,9020,81632,403,Recursive Macroeconomic Theory,Required,"Used $54.60, Used $97.50,",Edition: 4th,ISBN: 9780262038669,Author: Ljungqvist,Publisher: MIT Press order from Random House,Formats: Hardcover,Copyright Year: 2018,Publication Date: TBD
IB,3090,87492,403,NO BOOKS FOR COURSE,,,,,,,,,
AS,4340,80480,403,Actuarial Mathematics for Life Contingent Risks,Required,"Digital $74.75, Used $78.75, New $105.00,",Edition: 3rd,ISBN: 9781108478083,Author: Dickson,Publisher: CAMBRIDGE UNIV PRESS.,"Formats: Hardcover, BryteWave Format",Copyright Year: 2020,Publication Date: TBD
ENGL,8005,92193,403,Grammar by Diagram,Required,"New $69.95,",Edition: 3rd,ISBN: 9781554814534,Author: Vitto,Publisher: Broadview Press,Formats: Spiral,Publication Date: TBD,
ENGL,8005,92193,403,Style: Lessons in Clarity & Grace,Recommended,"Used $43.05, New $76.88, Used $77.00, New $102.50,",Edition: 12th,ISBN: 9780134080413,Author: Williams,Publisher: Pearson,Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
AAS,4950,92068,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,4200,82195,403,Marketing Research,Required,"Used $71.19, New $127.13, Used $127.25, New $169.50,",Edition: 13th,ISBN: 9781119497585,Author: Kumar,"Publisher: John Wiley & Sons, Incorporated",Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
POLS,8430,91659,403,Global Capitalism,Required,"Used $7.98, Used $15.00,",ISBN: 9780393329810,Author: Frieden,"Publisher: W. W. Norton & Company, Incorporated",Formats: PAPERBACK,Copyright Year: 2006,Publication Date: TBD,
POLS,8430,91659,403,Democracies in Peril,Required,"New $32.99,",ISBN: 9781108454889,Author: Bastiaens,Publisher: CAMBRIDGE UNIV PRESS.,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
CHEM,3110,87483,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ASL,1002,84870,403,Signing Naturally 1-6 Interactive Material,Required,"New $69.95,",ISBN: 9781581212730,Author: Smith,Publisher: DAWN SIGN PRESS,,Copyright Year: 2021,Publication Date: TBD,
ASL,1002,84870,403,GoReact Speech 101T,Required,"Digital $31.99,",ISBN: 9781611650167,Author: Goreact,Publisher: BYU Academic Publishing,Formats: BryteWave Format,Publication Date: TBD,,
MUS,2540,80253,403,Manual for Ear Training & Sight Singing,Required,"New $89.05, New $137.00,",Edition: 2nd,ISBN: 9780393892789,Author: Karpinski,"Publisher: W. W. Norton & Company, Incorporated",Formats: PAPERBACK,Copyright Year: 2021,Publication Date: TBD
MUS,2540,80253,403,Anthology for Sight Singing,Required,"Used $57.54, New $102.75, Used $102.75, New $137.00,",Edition: 2nd,ISBN: 9780393614480,Author: Karpinski,"Publisher: W. W. Norton & Company, Incorporated",Formats: Spiral,Copyright Year: 2017,Publication Date: TBD
BUSA,4500,83584,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,1720,81443,403,Alfred's Group Piano for Adults (w/CD) (Bk1),Required,"Used $31.50, Used $52.50, New $69.99,",Edition: 2nd,ISBN: 9780739053010,Author: Lancaster,"Publisher: Alfred Publishing Company, Incorporated",,Copyright Year: 2008,Publication Date: TBD
PMAP,8311,90379,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NEUR,3001,90050,403,Neuroscience: Exploring the Brain,Required,"Used $57.10, Used $102.00, New $135.95,",Edition: 4th,ISBN: 9780781778176,Author: Bear,Publisher: Jones & Bartlett Learning,Formats: Hardcover,Copyright Year: 2016,Publication Date: TBD
PMAP,8331,82922,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MSL,1010,92884,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NEUR,3001,85503,403,Neuroscience: Exploring the Brain (w/Navigate Access) (Bk),Required,"Used $65.08, Used $116.25, New $154.95,",Edition: 4th,ISBN: 9781284211283,Author: Bear,Publisher: Jones & Bartlett Learning,Formats: PAPERBACK,Copyright Year: 2016,Publication Date: TBD
PMAP,8371,87404,403,When Affirmative Action Was White: An Untold History of Racial Inequality in Twentieth-Century America,Required,"Digital $17.95,",ISBN: 9780393347142,Author: Katznelson,"Publisher: W. W. Norton & Company, Incorporated",Formats: BryteWave Format,Publication Date: TBD,,
PMAP,8371,87404,403,Affirmative Action Around the World,Required,"New $18.00,",ISBN: 9780300107753,Author: Sowell,Publisher: Yale University Press c/o W.W. Norton,Formats: PAPERBACK,Copyright Year: 2004,Publication Date: TBD,
PMAP,8371,87404,403,Declining Significance of Race,Required,"Used $10.40, New $19.50, Used $19.50, New $26.00,",Edition: 3rd,ISBN: 9780226901411,Author: Wilson,Publisher: University of Chicago Press,Formats: PAPERBACK,Copyright Year: 2012,Publication Date: TBD
PMAP,8371,87404,403,Shaping Race Policy,Required,"New $35.00,",ISBN: 9780691130460,Author: Lieberman,Publisher: Princeton Univ Press c/o Perseus,Formats: PAPERBACK,Copyright Year: 2007,Publication Date: TBD,
PMAP,8371,87404,403,Racial Formation in United States,Required,"Used $16.78, Used $31.50,",Edition: 2nd,ISBN: 9780415908641,Author: Omi,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 1994,Publication Date: TBD
PMAP,8371,87404,403,New Jim Crow,Required,"Used $8.78, New $14.96, Used $15.00, New $19.95,",ISBN: 9781595586438,Author: Alexander,Publisher: New Press,Formats: PAPERBACK,Copyright Year: 2012,Publication Date: TBD,
PMAP,8371,87404,403,New Deal Ruins,Required,"New $28.95,",ISBN: 9780801478284,Author: Goetz,Publisher: Cornell University Press,Formats: PAPERBACK,Copyright Year: 2013,Publication Date: TBD,
PMAP,8371,87404,403,Changing Race,Recommended,"Digital $32.00,",ISBN: 9780814745083,Author: Rodriguez,Publisher: New York University Press,Formats: BryteWave Format,Publication Date: TBD,,
PMAP,8371,87404,403,Working Toward Whiteness,Recommended,"Used $7.58, New $14.21, Used $14.25, New $18.95,",ISBN: 9780465070749,Author: Roediger,Publisher: Basic Books,Formats: PAPERBACK,Copyright Year: 2005,Publication Date: TBD,
MATH,4544,80229,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,2710,80254,403,Alfred's Group Piano for Adults (w/CD) (Bk2),Required,"Used $33.00, New $56.24, Used $56.25, New $74.99,",Edition: 2nd,ISBN: 9780739049259,Author: Lancaster,"Publisher: Alfred Publishing Company, Incorporated",Formats: Spiral,Copyright Year: 2008,Publication Date: TBD
PHPH,8330,87446,403,NO BOOKS FOR COURSE,,,,,,,,,
MTM,3130,93143,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,3358,84652,403,Teaching Strings in Today's Classroom,Required,"New $58.99,",ISBN: 9780815368670,Author: Macleod,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD,
MUS,3358,84652,403,Intelligent Music Teaching,Required,"New $17.71, New $27.25,",ISBN: 9780977113903,Author: Duke,Publisher: LEARNING & BEHAVIOR RESOURCES,Formats: PAPERBACK,Copyright Year: 2005,Publication Date: TBD,
PSYC,8410,83227,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
