SUBJECT,COURSE,SECTION,courseTitle,BOOKTITLE,ISBN,PUBLISHER,REQUIRED,PRICES,MinPrice,enrollment,MinVal
BIOL,3810,11923,MOLECULAR CELL BIO LAB CTW,Molecular Cell Biology Lab,9798385126026,Kendall Hunt Publishing Company,Required,"New $78.00,",78.0,20,1560.0
SCOM,1000,16885,HUMAN COMMUNICATION,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,9781266712623,McGraw-Hill Higher Education,Required,"Digital $85.00,",85.0,18,1530.0
PMAP,8161,18425,PUBLIC BUDGETING &amp; FIN,Fiscal Administration,9781305953680,Cengage Learning,Required,"Used $115.19, New $178.26, Digital $50.99, Digital $69.99, Used $205.75, New $274.25, Digital $89.23,",50.99,30,1529.7
LGLS,3610,17138,LEGAL ANALYSIS OF BUS - CTW,The Legal Environment of Business,9798214048536,Cengage Learning,Required,"Digital $56.49,",56.49,27,1525.23
EXC,4020,14267,CHARACTER/INSTRUCT STRAT DISAB,Special Education: Contemporary Perspectives School Pro (RRPHE),9780137523375,PH - (Rental Rev Share) IST from 1594 ONLY,Required,"Used $79.99, Digital $110.25,",79.99,19,1519.81
LAW,7165,21889,CRIMINAL PROC: INVESTIGATIONS,Criminal Procedure: Investigation & Right etc (w/Access Code),9781454868309,Aspen Publishing,Required,"Used $108.36, Used $193.50,",108.36,14,1517.04
BIOL,2108L,15871,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15853,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15870,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15869,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15854,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15864,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15867,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15866,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15860,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15861,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15862,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,18601,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15868,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15874,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15872,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15857,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15851,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15873,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15994,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15961,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15852,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15855,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2108L,15960,PRINCIPLES OF BIOLOGY II LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
BIOL,2107L,15856,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,24,1506.0
NEUR,3000,14591,PRINCIPLES OF NEUROSCIENCE I,Neuroscience: Exploring the Brain (w/Navigate Access) (Bk),9781284211283,Jones & Bartlett Learning,Required,"Used $65.08, Used $116.25, New $154.95, Digital $100.72,",65.08,23,1496.84
CIS,2010,20188,INTRO TO INFO SYSTEMS,GEORGIA STATE UNIVERSITY CIS 2010,9781266836923,McGraw-Hill Higher Education,Required,"Digital $46.75,",46.75,32,1496.0
BIOL,3810,13047,MOLECULAR CELL BIO LAB CTW,Molecular Cell Biology Lab,9798385126026,Kendall Hunt Publishing Company,Required,"New $78.00,",78.0,19,1482.0
BIOL,3810,11922,MOLECULAR CELL BIO LAB CTW,Molecular Cell Biology Lab,9798385126026,Kendall Hunt Publishing Company,Required,"New $78.00,",78.0,19,1482.0
PMAP,8131,10497,APPLIED RES METHODS STAT II,Practice of Social Research,9781133049791,Cengage Learning,Required,"Used $86.85, Used $217.25,",86.85,17,1476.4499999999998
ID,3600,18803,BUILDING SYSTEMS &amp; CODES,Codes Guidebook for Interiors,9781119720959,"John Wiley & Sons, Incorporated",Required,"New $106.95, Digital $86.00,",86.0,17,1462.0
ENI,3101,17740,ENTREPRENEURIAL THINKING,Entrepreneurship,9781947172692,OpenStax College,Required,"New $36.50,",36.5,40,1460.0
JOUR,2500,12246,FOUNDATIONS OF MEDIA RESEARCH,"Communication Research: Asking Questions, Finding Answers",9781265662042,McGraw-Hill,Required,"Digital $46.75,",46.75,31,1449.25
CIS,2010,14452,INTRO TO INFO SYSTEMS,GEORGIA STATE UNIVERSITY CIS 2010,9781266836923,McGraw-Hill Higher Education,Required,"Digital $46.75,",46.75,31,1449.25
CIS,2010,12192,INTRO TO INFO SYSTEMS,GEORGIA STATE UNIVERSITY CIS 2010,9781266836923,McGraw-Hill Higher Education,Required,"Digital $46.75,",46.75,31,1449.25
BIOL,2107L,15863,PRINCIPLES OF BIOLOGY I LAB,"Prin of Biol I & II, BIOL 2107L/2108L Lab Manual",9781533962157,"HAYDEN-MCNEIL PUB.,INC.",Required,"New $62.75,",62.75,23,1443.25
EXC,4020,11323,CHARACTER/INSTRUCT STRAT DISAB,Special Education: Contemporary Perspectives School Pro (RRPHE),9780137523375,PH - (Rental Rev Share) IST from 1594 ONLY,Required,"Used $79.99, Digital $110.25,",79.99,18,1439.82
ANTH,2020,15428,INTRO TO CULTURAL ANTHROPOLOGY,Cultural Anthropology,9781138914438,"Taylor & Francis Group, LLC",Recommended,"Used $39.98, Used $75.00,",39.98,36,1439.28
MUA,1500,18459,"JAZZ:ORIGINS,STYLES,INFLU",Jazz History Overview,9780757538643,Kendall Hunt Publishing Company,Required,"Used $79.88, Used $120.00, New $159.76,",79.88,18,1437.84
MUS,4820,18005,WORLD MUSIC-CTW,Excursions in World Music,9781138359390,Routledge,Recommended,"Digital $102.66, Digital $121.34, Used $105.00, New $140.00, Digital $140.00,",102.66,14,1437.24
KH,4620,20889,ADV CLINICAL EXERCISE PHYSLGY,Clinical Exercise Physiology,9781718200449,Human Kinetics,Recommended,"Digital $62.40, Digital $76.80, Digital $86.40, New $127.00, Digital $96.00,",62.4,23,1435.2
LAW,7234,19845,FOOD AND DRUG LAW,Food & Drug Law,9781636596952,Foundation Press,Required,"New $287.00,",287.0,5,1435.0
GERO,7200,11433,HEALTH AND THE OLDER ADULT,Physical Change & Aging,9780826150554,Springer Publishing Company,Required,"New $110.00, Digital $119.99,",110.0,13,1430.0
NURS,7080,12391,AMBULATORY CARE OF WOMEN,Contraceptive Technology,9781284255034,Jones & Bartlett Learning,Recommended,"New $109.95, Digital $71.47,",71.47,20,1429.4
KH,4280,12170,THEOR/TECHN PHYS ACT BEHV CHNG,Psychology of Exercise,9780367186807,Routledge,Required,"Used $40.74, New $72.74, Digital $71.12, Digital $84.06, Used $72.75, New $96.99, Digital $96.99,",40.74,35,1425.9
MGT,4700,14173,OPERATIONS MANAGEMENT,Operations & Supply Chain Management (LL),9781119577652,"John Wiley & Sons, Incorporated",Required,"Digital $67.60, Used $156.00, New $208.00, Digital $160.95,",67.6,21,1419.6
RELS,2001,21075,INTRO TO WORLD RELIGIONS,Bundle: Introducing the Study of Religion: A Reader Digital,9781774949054,Top Hat Monocle,Required,"Digital $61.50,",61.5,23,1414.5
LGLS,3610,18473,LEGAL ANALYSIS OF BUS - CTW,The Legal Environment of Business,9798214048536,Cengage Learning,Required,"Digital $56.49,",56.49,25,1412.25
BIOL,3810,11140,MOLECULAR CELL BIO LAB CTW,Molecular Cell Biology Lab,9798385126026,Kendall Hunt Publishing Company,Required,"New $78.00,",78.0,18,1404.0
CIS,2010,12795,INTRO TO INFO SYSTEMS,GEORGIA STATE UNIVERSITY CIS 2010,9781266836923,McGraw-Hill Higher Education,Required,"Digital $46.75,",46.75,30,1402.5
CIS,2010,12193,INTRO TO INFO SYSTEMS,GEORGIA STATE UNIVERSITY CIS 2010,9781266836923,McGraw-Hill Higher Education,Required,"Digital $46.75,",46.75,30,1402.5
RE,3010,14152,RE PRINCIPLES,Real Estate Principles: Value Approach (RRMCG),9781264500185,McGraw-Hill (Rental Revenue),Required,"Used $70.01, New $70.01, Digital $87.50, Digital $109.50,",70.01,20,1400.2
PHPB,7521,16165,EVALUATION RESEARCH,Evaluating Public & Community Health Programs,9781119151074,"John Wiley & Sons, Incorporated",Required,"New $73.50,",73.5,19,1396.5
ECON,9720,22014,ECONOMETRICS II,Introductory Econometrics (w/out Access Card),9781337558860,Cengage Learning,Required,"Used $143.54, Digital $62.99, Digital $86.49, Used $256.50, New $341.75, Digital $110.23,",62.99,22,1385.78
CSD,4320,15819,INTRO TO LANGUAGE DISORDERS,An Introduction to Children with Language Disorders -- Pearson+,9780137982134,Pearson+ Subscriptions,Required,"Digital $50.94,",50.94,27,1375.3799999999999
RELS,2001,21111,INTRO TO WORLD RELIGIONS,Bundle: Introducing the Study of Religion: A Reader Digital,9781774949054,Top Hat Monocle,Required,"Digital $61.50,",61.5,22,1353.0
MUS,2450,14394,THEORY IV,Concise Introduction to Tonal Harmony Workbook,9780393417036,W. W.Norton Co. Inc,Required,"New $84.50,",84.5,16,1352.0
DFST,3115,18310,DEAF HISTORY AND CULTURE,Deaf Culture,9781635501735,"Plural Publishing, Incorporated",Recommended,"New $89.95, Digital $89.95,",89.95,15,1349.25
HA,4450,15423,HEALTH LAW,Legal Aspects of Health Care Administration,9781284231526,Jones & Bartlett Learning,Required,"New $102.95, Digital $66.92,",66.92,20,1338.4
ECON,4930,16421,MATHEMATICAL ECONOMICS,Mathematics for Economists,9780393957334,"W. W. Norton & Company, Incorporated",Required,"Used $66.89, Used $119.50, New $159.25,",66.89,20,1337.8
ENGL,3105,21403,PRACTICAL GRAMMAR,Grammar by Diagram,9781554814534,Broadview Press,Required,"Digital $53.51, New $69.95, Digital $62.96,",53.51,25,1337.75
CSC,3210,15618,COMPUTER ORG &amp; PROGRAMMING,Computer Organization & Design RISC-V Edition,9780128203316,Morgan Kaufmann Publishers,Required,"Used $75.00, New $99.95, Digital $63.25,",63.25,21,1328.25
CSC,3210,15619,COMPUTER ORG &amp; PROGRAMMING,Computer Organization & Design RISC-V Edition,9780128203316,Morgan Kaufmann Publishers,Required,"Used $75.00, New $99.95, Digital $63.25,",63.25,21,1328.25
BIOL,3810,11322,MOLECULAR CELL BIO LAB CTW,Molecular Cell Biology Lab,9798385126026,Kendall Hunt Publishing Company,Required,"New $78.00,",78.0,17,1326.0
MGT,3100,10881,HON: BUSINESS ANALYSIS,Business Analysis Using Excel: The Science Behind Informed Decision Making,9780999597279,Conley Smith Publishing,Required,"New $102.00,",102.0,13,1326.0
PSYC,4400,10377,PSYCHLGY OF THE ATYPICAL CHILD,Child Psychopathology,9780357796580,Cengage Learning,Required,"Digital $50.99, Digital $50.99, Digital $69.99, Digital $69.99, New $260.00, Digital $88.99, Digital $89.23,",50.99,26,1325.74
PSYC,4220,12398,INTRO TO BEHAVIOR MODIFICATION,Behavior Modification: Principles and Procedures,9781305109391,Cengage Learning,Required,"Used $109.20, Digital $50.99, Digital $69.99, Used $195.00, New $260.00, Digital $88.99,",50.99,26,1325.74
CIS,2010,12426,INTRO TO INFO SYSTEMS,GEORGIA STATE UNIVERSITY CIS 2010,9781266836923,McGraw-Hill Higher Education,Required,"Digital $46.75,",46.75,28,1309.0
POLS,2401,14521,HON GLOBAL ISSUES,"Bundle: Global Issues, Brown + TH Classroom Digital",9781778772887,Top Hat Monocle,Required,"Digital $86.25,",86.25,15,1293.75
BIOL,1104L,20736,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20712,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20745,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20696,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20743,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20698,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20706,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20699,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20701,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20700,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20703,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20704,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20731,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20711,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20709,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20705,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20713,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20729,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20728,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20727,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20726,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20725,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20724,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20734,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20739,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1104L,20723,INTRO BIOLOGY II LAB,GSU Bundle: BIOL 1104L Lab Manual + Top Hat One Semester,9781640437197,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20715,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
BIOL,1103L,20714,INTRO BIOLOGY I LAB,GSU BIOL 1103L Lab Manual (Bundle) + Top Hat One Semester,9781640437180,Top Hat Monocle,Required,"Digital $53.50,",53.5,24,1284.0
PSYC,3140,13330,PSYCHOPATHOLOGY &amp; ABNORML PSYC,"Georgia State University, Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online)",9781319523657,MPS (Macmillan Publishers),Required,"Digital $71.25,",71.25,18,1282.5
KH,3550,12481,STATISTICS/EVALUATION EXER SCI,Statistics in Kinesiology (w/Online Resources),9781492560715,Human Kinetics Publishers,Required,"Digital $37.70, Digital $46.40, Digital $52.20, New $77.00, Digital $58.00,",37.7,34,1281.8000000000002
SPAN,3301,12724,ORAL COMM IN SPANISH,A que si!,9781111837945,Cengage Learning,Required,"Digital $50.99, Digital $69.99, Used $141.00, Digital $89.23,",50.99,25,1274.75
MGT,4780,18309,SUPPLY CHAIN ANALYTICS,"Pearson eText for Supply Chain Management: Strategy, Planning, and Operation -- Instant Access",9780137502844,Pearson+ Subscriptions,Recommended,"Digital $50.94,",50.94,25,1273.5
RE,3010,15724,RE PRINCIPLES,Real Estate Principles: Value Approach (RRMCG),9781264500185,McGraw-Hill (Rental Revenue),Required,"Used $70.01, New $70.01, Digital $87.50, Digital $109.50,",70.01,18,1260.18
FI,4000,17457,FUNDAMENTALS OF VALUATION,Essen of Investments (RRMCG),9781260772166,McGraw-Hill (Rental Revenue),Required,"Used $70.00, New $70.00, Digital $70.00, Digital $87.50,",70.0,18,1260.0
CSD,7540,15301,FLUENCY DISORDERS,Stuttering,9781496346124,Wolters Kluwer Health / Lippincott Williams & Wilkins,Required,"Used $52.50, Used $93.75,",52.5,24,1260.0
PHPB,7022,19157,HLTH BEH THEOR FOR PH,Health Behavior Theory for Public Health,9781284129892,Jones & Bartlett Learning,Recommended,"Digital $66.27,",66.27,19,1259.1299999999999
PMAP,8321,12738,EC DEVELOPMENT POLICY,Planning Local Economic Development,9781506363998,"Sage Publications, Incorporated",Required,"Used $82.74, New $147.75, Digital $66.20, Digital $74.48, Digital $82.76, Used $147.75, New $197.00, Digital $120.00,",66.2,19,1257.8
NURS,7420,10702,PROB/ISSUES CHLDRN &amp; ADOL,Burns' Pediatric Primary Care,9780323882316,Elsevier Science & Technology Books,Required,"New $156.99, Digital $178.75,",156.99,8,1255.92
ENGL,1102,10873,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10151,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10527,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10148,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10530,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10763,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10764,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10802,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10872,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10161,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10164,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10875,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10993,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,11076,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,11079,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,11104,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,11134,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,11135,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,11259,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10152,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10526,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10187,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10172,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
ENGL,1102,10160,ENGLISH COMPOSITION II,GSU Composition II Guide to First-Year Writing ENGL 1102,9781644852699,Top Hat Monocle,Required,"Digital $46.25,",46.25,27,1248.75
